Timestamp,value
1,7405.966525108289
2,13129.972816594533
3,126060.90872987013
4,125571.24111589715
5,121439.84107407415
6,112547.98496320352
7,96032.67830909093
8,78681.44042380954
9,67563.2533341991
10,62921.74764579133
11,60587.82924244834
12,59732.347075757585
13,59297.31315909099
14,59694.5044502886
15,64089.018880279014
16,77232.98842936513
17,96807.2884718614
18,111456.71528047141
19,116413.95163864832
20,113333.04613956224
21,117832.012319697
22,118794.54912340068
23,119461.93590793658
24,121326.45441279456
25,125545.33578080803
26,117924.36381902352
27,113897.43900639727
28,112196.39099259253
29,110337.01433982684
30,104308.38477087549
31,90735.56356512742
32,76990.73987508417
33,66187.07915555549
34,61247.63207676761
35,59083.99667734484
36,57626.3705035834
37,57230.686875372834
38,57842.5693510101
39,60845.500481794166
40,71083.32027751312
41,88765.1937071909
42,101397.61193047136
43,111699.83430367972
44,116680.34838047146
45,117840.44614444455
46,118682.16536483883
47,120600.54496178447
48,124107.96216363634
49,130312.62623973074
50,132105.89500966802
51,127524.34308686864
52,129667.47893888885
53,128829.40652020209
54,115716.6593683501
55,94622.87235456942
56,74181.38216948054
57,65468.94561695521
58,61881.64254583927
59,60043.640915367854
60,59361.29310841761
61,59184.714266498355
62,61622.13540820114
63,71681.5879435305
64,93852.09600562764
65,118441.93654167876
66,139868.57225416062
67,132853.20655632523
68,152805.2926812169
69,153681.5531240741
70,155461.77774074074
71,157222.0450885521
72,157127.3492381673
73,162847.2822695527
74,154302.38985541122
75,143022.32847152484
76,146780.16092070707
77,147251.08665589232
78,131726.66266094273
79,105171.35203018275
80,81112.46541293888
81,69463.06189848483
82,64415.95433181827
83,62377.35608682058
84,61925.26770925935
85,61561.734302741665
86,64028.6388469216
87,75559.65079278509
88,98826.68737116407
89,124312.46984086101
90,143928.56568737372
91,150027.81750103415
92,152256.08610757574
93,147827.580743795
94,154490.6600610389
95,154590.95857626255
96,155567.53174963934
97,162542.69833092828
98,154428.00076041368
99,144541.2783282827
100,145820.02608821547
101,142760.903920202
102,131320.8374746993
103,106239.84460447337
104,81121.80349511778
105,69967.35160218846
106,65315.90172895628
107,63260.28274511792
108,62559.64718674838
109,62210.30760976431
110,65117.74704836468
111,76161.10813431938
112,99793.60084668102
113,124935.49925591634
114,143679.53966818185
115,147799.2843039201
116,151916.66574189515
117,142159.25363593077
118,151182.68493809534
119,151080.3590827561
120,154049.7853892256
121,157851.34825858593
122,150256.03951289074
123,136208.98673905717
124,143379.20892828293
125,142358.70491952854
126,130361.61640113033
127,105209.2825007936
128,80939.79252073102
129,69613.47081565646
130,65009.80557703217
131,62813.15735016843
132,62613.284067171764
133,62561.94802282355
134,65040.56007744114
135,75753.15055986043
136,96673.54040981243
137,122360.67067460313
138,137498.7963117845
139,134616.5296751083
140,144503.3877590909
141,146311.65828504084
142,147324.6362894901
143,148345.91201772488
144,149237.5618316738
145,153501.89725707076
146,144232.6309458393
147,135567.26566616158
148,135731.32035305438
149,136358.7042769119
150,124842.17171269849
151,101327.57789800377
152,57895.35555699854
153,65942.64259612789
154,60786.92747063489
155,59061.66781770085
156,59490.640018350256
157,58919.26717712839
158,61774.4757798701
159,72600.40044021158
160,97500.13742544485
161,122175.29821339596
162,139718.30825490624
163,145014.71985408856
164,147116.58471885527
165,145140.33204696962
166,144469.3402714045
167,144273.38097563735
168,145207.6301252526
169,149711.63034848482
170,138563.6555698172
171,127600.43855353541
172,124929.95343463197
173,120743.94268686863
174,111933.32619307365
175,96123.77042804238
176,78412.50946325166
177,67534.43931380463
178,63046.30297489185
179,60250.864161544116
180,59266.62792501199
181,58906.01214814816
182,59999.178921717124
183,64499.38925370372
184,79090.20817448289
185,98854.81859761909
186,110600.42306955263
187,114484.92414716212
188,115487.63063677253
189,115782.36472698415
190,115994.31261883126
191,115975.49839023573
192,117051.34313814339
193,122408.19301443004
194,122337.00094680139
195,108398.56039624824
196,112233.3216677249
197,109808.00695151518
198,104442.89968023084
199,92272.0478491582
200,78619.62479701784
201,68561.89462039448
202,63316.74248484848
203,61197.096814478165
204,60241.676780639726
205,60007.683633477696
206,60328.390196705084
207,63562.67512539688
208,74530.72992337667
209,91730.80227275137
210,104993.01247275124
211,110799.61265331891
212,112847.18066616158
213,113670.18711313125
214,115435.83436344397
215,115579.61695526684
216,119963.72704475703
217,126655.09822373728
218,129422.0222250602
219,125607.40987356903
220,127964.14957669555
221,129807.89056700331
222,117109.27207657535
223,94143.2445358586
224,74756.11581587302
225,67027.66056835027
226,62927.43776584898
227,61114.106799999965
228,60629.61340168351
229,60754.99465740747
230,62597.04751361241
231,72587.49195505056
232,94869.02518018268
233,119853.84697104376
234,140882.99585493014
235,148507.8560806397
236,151895.4873333333
237,152060.50419848488
238,152715.8471553871
239,152161.812754353
